Price/Rent (Euros),Bathroom,Type (Rental/Housing),Rooms,Bedrooms,Area (m²),Arrondissement,ZipCode
2871,2,Rental,3,2,81.0,17,75017
1820,1,Rental,1,1,51.0,2,75002
3800,4,Rental,5,4,125.0,16,75016
1680,2,Rental,2,2,44.59,5,75005
1600,1,Rental,1,1,40.4,7,75007
3950,3,Rental,6,3,121.0,16,75016
2500,1,Rental,2,1,64.01,3,75003
2700,1,Rental,3,1,75.0,17,75017
4050,3,Rental,6,3,154.0,17,75017
1200,1,Rental,1,1,37.25,5,75005
9850,5,Rental,7,5,260.0,16,75016
2230,2,Rental,2,2,61.19,17,75017
4290,4,Rental,5,4,151.17,17,75017
2380,1,Rental,3,1,80.59,11,75011
3200,2,Rental,5,2,86.27,3,75003
4250,3,Rental,4,3,110.0,18,75018
2360,1,Rental,2,1,45.77,2,75002
3055,3,Rental,4,3,108.6,8,75008
1630,2,Rental,2,2,52.52,1,75001
3200,3,Rental,3,3,54.1,7,75007
4550,2,Rental,5,2,128.05,3,75003
2610,2,Rental,2,2,71.76,15,75015
2286,2,Rental,3,2,47.35,6,75006
1445,1,Rental,2,1,39.3,16,75016
2980,3,Rental,4,3,102.48,9,75009
5200,2,Rental,5,2,110.28,7,75007
1850,1,Rental,3,1,46.32,7,75007
2900,2,Rental,2,2,90.0,16,75016
1600,1,Rental,2,1,47.82,18,75018
200,2,Rental,4,2,12.5,3,75003
3980,4,Rental,5,4,102.6,6,75006
3500,2,Rental,3,2,110.5,11,75011
2870,2,Rental,3,2,75.86,6,75006
4500,3,Rental,5,3,144.21,16,75016
620,1,Rental,1,1,15.02,5,75005
6910,5,Rental,6,5,220.0,6,75006
2767,2,Rental,3,2,75.0,17,75017
4500,3,Rental,4,3,116.33,7,75007
2385,1,Rental,2,1,47.04,7,75007
1450,2,Rental,2,2,46.4,16,75016
5790,3,Rental,5,3,148.47,6,75006
2950,2,Rental,2,2,61.05,7,75007
1230,1,Rental,1,1,28.0,7,75007
3100,2,Rental,4,2,88.04,4,75004
2200,2,Rental,2,2,54.72,17,75017
2090,2,Rental,4,2,57.5,18,75018
5000,3,Rental,4,3,136.18,16,75016
1400,2,Rental,1,2,35.29,8,75008
2650,2,Rental,2,2,68.0,5,75005
4500,4,Rental,4,4,105.51,7,75007
2950,3,Rental,3,3,105.1,17,75017
4500,3,Rental,5,3,146.7,17,75017
2800,2,Rental,4,2,119.0,17,75017
3700,3,Rental,5,3,142.0,17,75017
4200,2,Rental,4,2,108.11,9,75009
3950,3,Rental,5,3,135.0,17,75017
1650,2,Rental,3,2,50.1,5,75005
4600,3,Rental,5,3,109.25,4,75004
1381,1,Rental,2,1,40.0,16,75016
2230,2,Rental,3,2,76.0,5,75005
6800,5,Rental,6,5,170.2,7,75007
5000,2,Rental,3,2,70.0,8,75008
5500,2,Rental,3,2,97.0,8,75008
1750,2,Rental,2,2,41.05,16,75016
5000,3,Rental,5,3,178.5,16,75016
2450,2,Rental,3,2,86.0,5,75005
4280,3,Rental,5,3,130.0,8,75008
3350,3,Rental,4,3,95.1,8,75008
1700,2,Rental,2,2,41.0,7,75007
4965,3,Rental,5,3,166.0,16,75016
1410,1,Rental,2,1,41.63,18,75018
2600,2,Rental,3,2,77.0,16,75016
2535,2,Rental,4,2,89.0,14,75014
4725,3,Rental,6,3,167.0,16,75016
3800,2,Rental,4,2,95.0,7,75007
1375,1,Rental,2,1,38.51,15,75015
1830,2,Rental,3,2,45.48,18,75018
3700,4,Rental,5,4,105.0,8,75008
4000,4,Rental,6,4,164.52,9,75009
1980,2,Rental,2,2,53.68,17,75017
1800,2,Rental,2,2,49.74,3,75003
5950,6,Rental,7,6,220.0,16,75016
2980,2,Rental,4,2,96.0,16,75016
3380,2,Rental,4,2,92.11,9,75009
3800,3,Rental,5,3,117.26,15,75015
1050,1,Rental,1,1,22.02,3,75003
2100,2,Rental,3,2,75.07,11,75011
2084,2,Rental,3,2,75.2,15,75015
5500,4,Rental,5,4,193.0,8,75008
1873,2,Rental,2,2,46.1,1,75001
6245,3,Rental,5,3,138.52,7,75007
2800,3,Rental,4,3,105.09,10,75010
1350,1,Rental,2,1,24.5,1,75001
1700,1,Rental,2,1,57.0,16,75016
850,1,Rental,1,1,20.77,7,75007
3790,3,Rental,5,3,99.64,7,75007
1550,1,Rental,2,1,41.95,14,75014
1420,2,Rental,2,2,49.0,15,75015
850,1,Rental,1,1,14.01,5,75005
4804,4,Rental,6,4,154.0,16,75016
11450,5,Rental,7,5,258.0,7,75007
6150,6,Rental,5,6,160.0,7,75007
1047,1,Rental,2,1,30.02,14,75014
1590,2,Rental,2,2,41.83,5,75005
1750,1,Rental,2,1,42.14,3,75003
2490,2,Rental,2,2,60.2,6,75006
3500,2,Rental,3,2,80.3,6,75006
2250,2,Rental,2,2,49.48,5,75005
1700,2,Rental,2,2,52.43,16,75016
4348,4,Rental,5,4,138.61,17,75017
2200,2,Rental,3,2,54.06,4,75004
1830,1,Rental,3,1,47.11,18,75018
1914,2,Rental,2,2,53.09,15,75015
6000,7,Rental,6,7,249.0,9,75009
7175,5,Rental,7,5,176.0,7,75007
2700,3,Rental,4,3,74.78,13,75013
3200,1,Rental,4,1,101.65,4,75004
3000,3,Rental,3,3,82.81,3,75003
5870,4,Rental,7,4,226.7,3,75003
640,1,Rental,1,1,14.02,5,75005
2215,2,Rental,4,2,84.0,15,75015
4780,3,Rental,3,3,111.17,7,75007
2500,3,Rental,4,3,95.72,15,75015
2000,2,Rental,3,2,58.59,14,75014
1690,1,Rental,2,1,51.75,7,75007
1660,1,Rental,2,1,34.53,7,75007
1947,2,Rental,3,2,70.5,15,75015
6470,6,Rental,7,6,220.0,17,75017
3311,3,Rental,4,3,114.6,17,75017
3300,2,Rental,4,2,120.7,17,75017
1600,2,Rental,2,2,48.5,5,75005
4850,3,Rental,6,3,135.0,16,75016
7300,6,Rental,8,6,287.5,16,75016
2800,2,Rental,2,2,66.35,6,75006
3040,3,Rental,4,3,109.4,7,75007
4000,3,Rental,3,3,90.0,6,75006
1790,1,Rental,2,1,41.57,6,75006
3200,2,Rental,3,2,80.0,7,75007
2250,2,Rental,3,2,69.84,7,75007
2750,2,Rental,3,2,70.0,7,75007
1500,2,Rental,1,2,38.19,3,75003
10419,5,Rental,7,5,318.0,8,75008
1650,1,Rental,2,1,42.8,7,75007
5400,5,Rental,6,5,175.0,16,75016
3320,2,Rental,4,2,91.33,7,75007
1400,1,Rental,1,1,23.7,3,75003
2700,2,Rental,4,2,81.7,16,75016
1422,2,Rental,2,2,45.0,17,75017
4500,3,Rental,6,3,130.42,17,75017
1800,2,Rental,2,2,57.0,17,75017
2753,3,Rental,3,3,99.5,14,75014
4706,4,Rental,5,4,154.0,14,75014
18000,6,Rental,7,6,310.0,7,75007
5800,4,Rental,5,4,127.05,1,75001
1870,1,Rental,2,1,50.55,6,75006
4000,3,Rental,3,3,102.0,16,75016
3000,2,Rental,3,2,75.02,9,75009
4730,4,Rental,4,4,133.0,16,75016
1800,1,Rental,2,1,42.0,5,75005
4698,3,Rental,5,3,143.0,16,75016
4626,3,Rental,6,3,133.0,7,75007
1470,2,Rental,2,2,52.0,16,75016
1000,2,Rental,1,2,23.3,4,75004
2910,2,Rental,3,2,76.29,1,75001
4583,4,Rental,4,4,116.0,8,75008
1815,1,Rental,2,1,39.79,4,75004
3000,3,Rental,4,3,99.0,17,75017
3357,3,Rental,5,3,108.0,17,75017
1200,2,Rental,1,2,31.7,16,75016
1261,1,Rental,2,1,27.19,1,75001
4200,4,Rental,5,4,121.0,15,75015
3950,2,Rental,5,2,138.0,7,75007
4450,3,Rental,5,3,121.01,7,75007
6374,3,Rental,5,3,187.0,8,75008
3600,3,Rental,4,3,109.2,7,75007
3950,3,Rental,6,3,143.0,15,75015
5900,3,Rental,6,3,143.94,5,75005
1144,2,Rental,2,2,34.16,3,75003
2500,2,Rental,3,2,67.37,17,75017
2500,2,Rental,2,2,50.01,6,75006
1096,1,Rental,1,1,27.07,5,75005
5685,5,Rental,6,5,200.3,16,75016
1250,1,Rental,2,1,26.02,3,75003
4500,4,Rental,6,4,148.0,17,75017
3500,3,Rental,3,3,95.69,16,75016
4096,2,Rental,5,2,127.9,16,75016
3874,3,Rental,4,3,117.0,16,75016
4500,3,Rental,4,3,98.06,5,75005
6300,4,Rental,5,4,205.0,8,75008
1557,2,Rental,2,2,42.7,3,75003
2500,2,Rental,2,2,44.62,7,75007
4000,2,Rental,2,2,64.43,6,75006
2280,2,Rental,3,2,65.58,17,75017
3000,1,Rental,3,1,74.7,17,75017
4788,3,Rental,4,3,152.42,16,75016
6330,4,Rental,5,4,208.34,16,75016
5572,5,Rental,6,5,208.19,16,75016
5000,3,Rental,4,3,138.73,5,75005
3800,2,Rental,3,2,90.78,17,75017
7250,3,Rental,7,3,200.0,7,75007
5000,2,Rental,5,2,130.47,7,75007
3900,3,Rental,6,3,170.0,5,75005
7000,2,Rental,6,2,239.23,8,75008
1585,1,Rental,1,1,38.99,14,75014
2180,2,Rental,2,2,54.72,17,75017
1750,1,Rental,2,1,38.68,9,75009
3500,2,Rental,3,2,60.31,6,75006
2000,2,Rental,2,2,57.32,5,75005
4000,2,Rental,3,2,110.39,6,75006
1139,2,Rental,2,2,34.16,3,75003
1750,2,Rental,2,2,44.07,11,75011
2655,3,Rental,3,3,80.49,3,75003
2600,3,Rental,3,3,77.8,11,75011
3980,3,Rental,5,3,106.0,7,75007
1700,2,Rental,2,2,45.03,13,75013
1373,1,Rental,2,1,32.0,7,75007
3000,3,Rental,4,3,76.0,16,75016
900,1,Rental,1,1,23.0,16,75016
1750,2,Rental,3,2,57.5,6,75006
1800,1,Rental,3,1,63.0,16,75016
3500,2,Rental,4,2,92.79,14,75014
1850,1,Rental,2,1,40.23,6,75006
1422,2,Rental,2,2,45.0,17,75017
1185,1,Rental,1,1,35.28,14,75014
1600,1,Rental,2,1,32.47,4,75004
4500,3,Rental,4,3,134.22,6,75006
2600,2,Rental,3,2,76.37,15,75015
3900,2,Rental,4,2,95.0,7,75007
5793,3,Rental,4,3,173.0,8,75008
4500,5,Rental,4,5,137.0,8,75008
1261,1,Rental,2,1,27.19,1,75001
1350,1,Rental,2,1,27.7,1,75001
3050,2,Rental,4,2,86.91,5,75005
1640,2,Rental,2,2,42.0,6,75006
3766,3,Rental,5,3,139.5,9,75009
5000,5,Rental,5,5,144.0,7,75007
1200,1,Rental,1,1,19.33,6,75006
2767,2,Rental,2,2,67.0,6,75006
1300,2,Rental,1,2,31.2,7,75007
2420,1,Rental,2,1,56.0,7,75007
3200,2,Rental,5,2,72.26,4,75004
1100,1,Rental,1,1,17.08,4,75004
3100,3,Rental,5,3,99.0,16,75016
3200,3,Rental,4,3,104.0,8,75008
1600,2,Rental,2,2,38.2,5,75005
2580,1,Rental,4,1,78.0,16,75016
3110,2,Rental,4,2,86.27,7,75007
2200,2,Rental,2,2,61.52,5,75005
4400,5,Rental,5,5,138.0,16,75016
2330,2,Rental,3,2,60.0,17,75017
4000,3,Rental,6,3,148.0,17,75017
3500,2,Rental,4,2,106.38,14,75014
1600,1,Rental,2,1,40.0,6,75006
3110,2,Rental,3,2,84.94,8,75008
1425,1,Rental,2,1,34.0,16,75016
1680,2,Rental,2,2,44.59,5,75005
6751,4,Rental,6,4,207.0,16,75016
4600,3,Rental,5,3,142.43,17,75017
5349,2,Rental,4,2,100.0,7,75007
2498,2,Rental,2,2,67.0,7,75007
2500,2,Rental,3,2,66.78,4,75004
2700,2,Rental,3,2,70.35,6,75006
4000,2,Rental,4,2,70.0,8,75008
3345,3,Rental,4,3,106.35,7,75007
3000,2,Rental,4,2,102.8,17,75017
7000,4,Rental,5,4,189.0,17,75017
6565,4,Rental,8,4,239.7,5,75005
4250,3,Rental,5,3,145.0,16,75016
7000,3,Rental,7,3,208.0,16,75016
2800,1,Rental,4,1,81.82,5,75005
3400,2,Rental,4,2,104.33,10,75010
2700,3,Rental,4,3,90.0,14,75014
6260,5,Rental,6,5,189.0,7,75007
2000,2,Rental,2,2,60.0,7,75007
1800,1,Rental,2,1,45.38,5,75005
954,1,Rental,1,1,28.0,15,75015
3685,3,Rental,5,3,97.0,15,75015
3250,2,Rental,2,2,66.52,6,75006
1800,1,Rental,2,1,48.0,16,75016
1563,1,Rental,2,1,39.7,3,75003
5300,4,Rental,5,4,123.63,6,75006
4500,2,Rental,3,2,75.0,16,75016
1500,2,Rental,2,2,39.82,7,75007
2300,2,Rental,3,2,50.46,3,75003
1300,1,Rental,2,1,26.86,5,75005
1909,1,Rental,3,1,57.0,16,75016
4606,4,Rental,5,4,143.59,17,75017
5732,5,Rental,6,5,194.0,17,75017
3850,3,Rental,4,3,107.0,15,75015
2320,2,Rental,2,2,79.0,16,75016
3200,3,Rental,3,3,60.05,6,75006
7500,3,Rental,6,3,189.39,7,75007
3640,3,Rental,4,3,121.0,16,75016
1490,2,Rental,2,2,41.6,16,75016
2000,1,Rental,2,1,46.8,5,75005
10000,4,Rental,6,4,155.0,17,75017
5500,5,Rental,5,5,171.14,17,75017
6000,3,Rental,5,3,164.35,7,75007
2725,3,Rental,3,3,81.41,7,75007
1800,2,Rental,2,2,52.07,5,75005
2500,1,Rental,2,1,52.35,7,75007
5000,3,Rental,4,3,105.0,8,75008
5420,4,Rental,5,4,147.0,7,75007
1430,1,Rental,2,1,36.0,8,75008
5735,4,Rental,6,4,220.0,16,75016
4900,4,Rental,5,4,155.0,16,75016
1570,1,Rental,2,1,28.18,6,75006
2290,1,Rental,2,1,66.0,16,75016
4650,5,Rental,5,5,150.0,7,75007
1100,1,Rental,1,1,22.2,4,75004
4450,3,Rental,5,3,121.01,7,75007
9950,7,Rental,8,7,300.0,16,75016
3725,3,Rental,3,3,134.17,2,75002
1250,1,Rental,2,1,25.01,6,75006
4500,3,Rental,4,3,98.06,5,75005
4000,3,Rental,4,3,103.1,6,75006
3250,2,Rental,3,2,70.0,6,75006
2290,1,Rental,3,1,59.18,5,75005
1830,2,Rental,3,2,49.36,5,75005
6913,4,Rental,6,4,187.0,7,75007
7500,4,Rental,7,4,197.59,4,75004
4420,4,Rental,5,4,125.0,17,75017
1350,1,Rental,1,1,35.01,6,75006
1790,2,Rental,2,2,57.12,5,75005
2500,2,Rental,3,2,70.62,3,75003
4800,3,Rental,7,3,153.34,4,75004
1560,1,Rental,2,1,39.42,3,75003
7500,3,Rental,7,3,210.0,16,75016
6040,4,Rental,7,4,189.0,8,75008
1650,2,Rental,2,2,42.7,7,75007
4030,3,Rental,5,3,97.0,7,75007
1540,1,Rental,2,1,39.01,6,75006
2100,1,Rental,2,1,48.0,16,75016
3000,2,Rental,3,2,69.0,16,75016
1500,1,Rental,2,1,40.7,13,75013
1900,2,Rental,2,2,45.0,18,75018
2600,2,Rental,4,2,71.0,16,75016
5240,6,Rental,8,6,210.0,17,75017
1950,2,Rental,2,2,49.82,7,75007
8500,3,Rental,6,3,200.0,8,75008
5220,5,Rental,6,5,153.0,7,75007
2500,2,Rental,3,2,77.7,16,75016
2000,2,Rental,2,2,53.91,4,75004
4500,3,Rental,4,3,104.0,5,75005
4100,3,Rental,5,3,122.0,16,75016
2100,1,Rental,3,1,60.0,18,75018
1920,2,Rental,2,2,40.71,6,75006
1200,1,Rental,1,1,23.74,5,75005
2400,1,Rental,3,1,70.0,16,75016
3000,2,Rental,2,2,62.02,5,75005
2600,3,Rental,3,3,70.21,6,75006
3270,1,Rental,3,1,80.79,5,75005
4700,3,Rental,5,3,104.49,6,75006
6738,4,Rental,6,4,196.6,16,75016
2000,2,Rental,3,2,49.3,16,75016
1450,1,Rental,2,1,34.04,3,75003
5500,3,Rental,5,3,125.0,3,75003
1850,2,Rental,2,2,52.0,15,75015
4150,3,Rental,5,3,111.55,7,75007
1964,1,Rental,3,1,50.6,11,75011
2550,2,Rental,3,2,72.02,9,75009
9950,3,Rental,5,3,257.0,8,75008
6320,4,Rental,6,4,156.7,6,75006
1191,2,Rental,2,2,32.0,5,75005
4360,4,Rental,4,4,103.1,15,75015
3380,2,Rental,4,2,89.0,15,75015
4910,4,Rental,5,4,153.0,9,75009
4715,4,Rental,5,4,155.0,9,75009
2479,4,Rental,5,4,86.0,5,75005
4650,3,Rental,5,3,144.15,16,75016
3020,1,Rental,3,1,70.0,16,75016
4500,3,Rental,5,3,117.32,6,75006
4910,2,Rental,5,2,132.3,17,75017
1800,2,Rental,2,2,42.5,5,75005
2600,2,Rental,3,2,68.1,7,75007
2700,2,Rental,4,2,80.0,16,75016
1350,2,Rental,2,2,45.67,12,75012
3800,3,Rental,4,3,75.0,7,75007
3547,2,Rental,4,2,89.76,7,75007
1500,1,Rental,1,1,25.0,15,75015
2785,2,Rental,3,2,71.0,16,75016
20000,3,Rental,5,3,280.0,7,75007
2100,1,Rental,3,1,50.87,7,75007
2540,2,Rental,3,2,90.0,16,75016
2600,2,Rental,3,2,64.0,9,75009
3582,4,Rental,6,4,130.0,16,75016
8650,3,Rental,5,3,250.0,16,75016
3800,2,Rental,3,2,110.5,11,75011
5000,3,Rental,5,3,157.0,17,75017
1641,2,Rental,3,2,49.26,6,75006
6000,5,Rental,5,5,164.1,1,75001
3400,2,Rental,2,2,66.3,6,75006
12000,3,Rental,5,3,153.63,6,75006
4380,3,Rental,4,3,138.0,16,75016
3950,3,Rental,4,3,125.0,16,75016
4457,3,Rental,5,3,151.0,17,75017
7800,6,Rental,8,6,182.04,4,75004
2100,2,Rental,3,2,46.58,7,75007
2000,2,Rental,3,2,42.13,7,75007
3559,2,Rental,4,2,100.4,7,75007
12300,4,Rental,6,4,200.0,16,75016
4200,3,Rental,4,3,100.0,7,75007
2600,2,Rental,2,2,50.34,4,75004
2750,2,Rental,4,2,98.0,15,75015
1800,1,Rental,2,1,37.79,7,75007
2700,2,Rental,3,2,65.31,6,75006
2660,1,Rental,3,1,65.0,16,75016
2890,3,Rental,4,3,87.1,15,75015
3934,3,Rental,6,3,142.0,17,75017
2900,2,Rental,3,2,69.06,5,75005
4800,3,Rental,7,3,153.34,4,75004
3800,2,Rental,4,2,90.73,7,75007
2600,3,Rental,3,3,74.0,8,75008
2245,2,Rental,3,2,74.0,16,75016
1460,2,Rental,2,2,51.0,16,75016
3200,3,Rental,3,3,60.05,6,75006
4800,4,Rental,5,4,146.0,17,75017
2440,2,Rental,3,2,65.0,7,75007
3990,2,Rental,4,2,128.5,16,75016
3800,3,Rental,4,3,96.02,5,75005
1250,1,Rental,1,1,22.28,6,75006
3000,2,Rental,3,2,82.0,16,75016
1750,1,Rental,2,1,40.35,8,75008
4337,3,Rental,4,3,120.0,16,75016
5011,3,Rental,5,3,149.0,8,75008
6000,4,Rental,5,4,193.0,8,75008
1550,2,Rental,2,2,43.0,17,75017
3600,2,Rental,3,2,76.0,15,75015
3219,3,Rental,5,3,107.0,8,75008
5050,4,Rental,5,4,147.0,8,75008
3000,3,Rental,4,3,80.0,3,75003
3555,3,Rental,3,3,101.5,16,75016
4580,3,Rental,6,3,166.2,17,75017
4544,5,Rental,6,5,162.0,16,75016
1946,2,Rental,3,2,71.0,13,75013
3381,2,Rental,4,2,100.76,16,75016
2600,2,Rental,3,2,76.37,15,75015
2640,2,Rental,3,2,101.0,16,75016
3100,4,Rental,3,4,95.0,16,75016
2775,2,Rental,2,2,65.0,16,75016
4000,3,Rental,5,3,117.26,15,75015
3400,3,Rental,4,3,106.0,7,75007
1995,2,Rental,2,2,41.0,7,75007
2100,1,Rental,2,1,44.05,7,75007
5052,4,Rental,5,4,161.0,8,75008
2000,1,Rental,2,1,50.0,16,75016
3500,3,Rental,5,3,126.95,11,75011
1725,2,Rental,2,2,56.0,16,75016
3400,2,Rental,3,2,70.0,17,75017
3424,2,Rental,3,2,95.63,16,75016
1190,1,Rental,1,1,21.0,17,75017
1767,1,Rental,2,1,39.9,3,75003
3980,4,Rental,5,4,102.6,6,75006
3250,2,Rental,2,2,66.52,6,75006
3250,2,Rental,4,2,99.2,16,75016
2530,2,Rental,3,2,82.6,9,75009
2995,2,Rental,4,2,75.64,7,75007
2950,2,Rental,3,2,76.29,1,75001
2899,2,Rental,3,2,76.0,1,75001
2980,3,Rental,4,3,102.48,9,75009
4200,4,Rental,4,4,103.0,16,75016
850,1,Rental,1,1,14.02,5,75005
3500,1,Rental,3,1,104.0,16,75016
4450,3,Rental,5,3,117.69,6,75006
3000,2,Rental,2,2,46.78,6,75006
3954,4,Rental,5,4,133.0,16,75016
4650,4,Rental,6,4,150.0,16,75016
2980,2,Rental,4,2,88.79,4,75004
3380,2,Rental,4,2,92.0,9,75009
4700,4,Rental,5,4,176.0,16,75016
5500,2,Rental,3,2,76.0,8,75008
1680,2,Rental,2,2,27.0,8,75008
3520,2,Rental,4,2,107.0,7,75007
3450,3,Rental,4,3,104.0,8,75008
3980,2,Rental,5,2,125.0,9,75009
1005,1,Rental,2,1,28.58,13,75013
1850,1,Rental,2,1,40.95,6,75006
1700,1,Rental,3,1,37.29,6,75006
4620,3,Rental,5,3,143.0,8,75008
4420,4,Rental,5,4,125.0,17,75017
13665,4,Rental,5,4,207.0,16,75016
2500,2,Rental,3,2,55.0,6,75006
1690,2,Rental,2,2,46.0,15,75015
5900,3,Rental,5,3,151.02,8,75008
1700,1,Rental,2,1,32.69,6,75006
4041,3,Rental,6,3,133.0,17,75017
1700,2,Rental,2,2,41.55,6,75006
2650,2,Rental,3,2,85.0,16,75016
3700,3,Rental,5,3,97.31,6,75006
2900,3,Rental,4,3,85.32,15,75015
1100,1,Rental,1,1,22.31,14,75014
4176,3,Rental,3,3,140.8,16,75016
4720,3,Rental,5,3,150.0,16,75016
2100,1,Rental,2,1,48.1,7,75007
1400,1,Rental,1,1,25.3,7,75007
2960,3,Rental,4,3,101.0,16,75016
10500,5,Rental,7,5,290.78,8,75008
3115,2,Rental,3,2,75.0,16,75016
4700,3,Rental,4,3,123.0,8,75008
1038,1,Rental,2,1,30.02,14,75014
1860,2,Rental,3,2,47.3,6,75006
5790,3,Rental,5,3,148.47,6,75006
6500,2,Rental,3,2,97.0,8,75008
1100,1,Rental,1,1,22.0,3,75003
5734,4,Rental,6,4,186.0,16,75016
6000,2,Rental,5,2,150.0,6,75006
6183,6,Rental,6,6,161.0,16,75016
3000,2,Rental,3,2,80.0,18,75018
1725,2,Rental,3,2,66.8,13,75013
3550,2,Rental,3,2,88.0,7,75007
10000,7,Rental,6,7,186.1,7,75007
3010,3,Rental,3,3,63.0,6,75006
1200,2,Rental,2,2,27.4,6,75006
4000,3,Rental,4,3,149.45,17,75017
2942,2,Rental,4,2,116.0,16,75016
3500,2,Rental,3,2,95.44,4,75004
5300,4,Rental,5,4,125.73,6,75006
2100,1,Rental,2,1,45.0,7,75007
11700,5,Rental,7,5,258.0,7,75007
3690,3,Rental,4,3,108.47,5,75005
3500,2,Rental,3,2,103.42,6,75006
5000,5,Rental,6,5,141.2,6,75006
2796,2,Rental,2,2,74.0,16,75016
915,1,Rental,1,1,18.54,7,75007
4540,6,Rental,5,6,150.0,7,75007
3300,2,Rental,5,2,102.1,16,75016
3500,2,Rental,3,2,75.0,16,75016
1300,1,Rental,1,1,25.56,5,75005
3800,3,Rental,4,3,89.77,5,75005
1570,1,Rental,2,1,28.18,6,75006
1146,1,Rental,2,1,33.0,5,75005
6600,3,Rental,6,3,131.0,6,75006
8400,4,Rental,4,4,167.06,16,75016
4400,3,Rental,4,3,128.0,8,75008
2980,2,Rental,4,2,102.8,17,75017
4900,4,Rental,5,4,122.0,17,75017
4900,4,Rental,5,4,122.0,17,75017
2600,1,Rental,2,1,64.01,3,75003
9000,4,Rental,5,4,220.0,16,75016
2620,2,Rental,3,2,85.77,15,75015
5000,3,Rental,4,3,138.73,5,75005
1300,1,Rental,2,1,27.23,5,75005
1400,1,Rental,2,1,34.0,16,75016
2200,1,Rental,3,1,57.34,17,75017
2960,2,Rental,4,2,98.0,18,75018
954,1,Rental,1,1,24.2,8,75008
1800,2,Rental,2,2,49.74,3,75003
878,2,Rental,1,2,25.5,5,75005
1770,1,Rental,3,1,46.17,17,75017
2982,2,Rental,3,2,73.0,7,75007
3500,3,Rental,4,3,121.0,16,75016
921,1,Rental,1,1,31.0,5,75005
7420,4,Rental,7,4,249.0,5,75005
2500,2,Rental,2,2,53.0,16,75016
5790,3,Rental,5,3,148.47,6,75006
2500,1,Rental,2,1,52.35,7,75007
2498,2,Rental,2,2,67.0,7,75007
3650,3,Rental,5,3,142.0,17,75017
6000,1,Rental,7,1,240.0,17,75017
12000,3,Rental,5,3,225.0,8,75008
2980,0,Rental,3,0,90.0,9,75009
5950,4,Rental,4,4,121.0,14,75014
6800,5,Rental,7,5,223.0,16,75016
2463,2,Rental,3,2,54.06,4,75004
2500,1,Rental,2,1,62.11,14,75014
6300,3,Rental,6,3,163.0,7,75007
5000,4,Rental,5,4,160.0,8,75008
1426,0,Rental,1,0,42.0,7,75007
2000,2,Rental,2,2,44.1,6,75006
1750,2,Rental,2,2,42.0,16,75016
4500,3,Rental,6,3,178.0,17,75017
1850,1,Rental,2,1,42.0,16,75016
3680,3,Rental,5,3,127.0,16,75016
2330,1,Rental,3,1,80.59,11,75011
2750,2,Rental,3,2,70.0,7,75007
1700,1,Rental,2,1,55.15,6,75006
2518,2,Rental,3,2,70.2,16,75016
9676,3,Rental,7,3,293.4,17,75017
1550,1,Rental,1,1,35.0,16,75016
5400,3,Rental,6,3,170.0,7,75007
2780,3,Rental,4,3,98.0,9,75009
1570,1,Rental,2,1,28.18,6,75006
3000,2,Rental,3,2,80.0,7,75007
4271,3,Rental,4,3,125.5,8,75008
6995,4,Rental,6,4,207.0,16,75016
7880,5,Housing,5,5,262.0,16,75016
7815,5,Rental,7,5,261.0,16,75016
3000,2,Housing,3,2,95.0,16,75016
5180,3,Rental,4,3,154.0,16,75016
3550,3,Rental,5,3,128.0,17,75017
5346,4,Rental,6,4,178.0,8,75008
5000,3,Housing,5,3,130.45,6,75006
2467,2,Rental,3,2,71.1,16,75016
2545,2,Rental,3,2,71.4,16,75016
3980,3,Rental,4,3,129.0,9,75009
6963,5,Rental,6,5,249.0,8,75008
1200,1,Rental,1,1,19.33,6,75006
6042,4,Rental,5,4,177.0,8,75008
2100,1,Housing,2,1,44.05,7,75007
950,2,Rental,1,2,19.15,5,75005
2000,1,Rental,3,1,46.0,7,75007
7500,4,Rental,7,4,197.59,4,75004
4200,1,Rental,5,1,134.0,17,75017
4420,4,Rental,4,4,120.0,17,75017
4000,4,Rental,6,4,164.52,9,75009
1286,1,Rental,1,1,36.0,8,75008
5378,4,Rental,7,4,146.0,8,75008
5540,3,Rental,5,3,160.0,8,75008
5605,4,Rental,5,4,164.0,8,75008
2500,1,Rental,2,1,52.35,7,75007
1990,2,Rental,2,2,51.49,7,75007
3550,3,Rental,5,3,128.0,17,75017
3400,1,Rental,2,1,92.75,10,75010
10900,4,Housing,4,4,213.0,16,75016
1995,2,Rental,2,2,41.0,7,75007
6500,3,Housing,6,3,144.64,6,75006
2450,2,Rental,2,2,59.0,16,75016
2100,1,Housing,3,1,60.0,18,75018
5000,3,Rental,3,3,105.34,6,75006
7560,7,Housing,7,7,233.3,8,75008
5985,4,Rental,5,4,196.0,7,75007
3330,4,Rental,4,4,134.21,13,75013
4582,2,Rental,6,2,126.0,7,75007
2400,2,Housing,2,2,68.37,6,75006
5150,3,Housing,6,3,168.67,8,75008
4900,4,Rental,5,4,122.0,17,75017
5510,4,Rental,5,4,140.0,7,75007
3300000,3,Housing,6,3,144.76,6,75006
2210000,3,Housing,5,3,102.0,16,75016
1600000,2,Housing,5,2,94.93,6,75006
3240000,2,Housing,4,2,117.65,7,75007
1090000,2,Housing,2,2,50.0,16,75016
1590000,3,Housing,5,3,98.04,16,75016
