Address,Street,Price,Area,Floor,Guest,Bed,Bath,Link
"Trocadéro, Paris",Rue Lauriston,4860,123,2,,3 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-336
"Batignolles, Paris",Rue de Monbel,5600,116,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-541
"Saint-Germain-des-Prés, Paris",Rue de Seine,5660,104,1,5,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-634
"École Militaire, Paris",Rue de Grenelle,2000,23,6,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-136
"Auteuil, Paris",Rue de la Source,4100,83,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-755
"Les Halles, Paris",Rue de la Cossonnerie,4510,93,5,,3 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-555
"Louvre, Paris",Place du Marché Saint-Honoré,3100,37,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-446
"Miromesnil, Paris",Rue de Penthièvre,2410,47,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-miromesnil-408
"Pigalle, Paris",Rue de Clichy,3040,65,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-213
"Passy, Paris",Avenue du Président Kennedy,4240,92,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-392
"Quartier Latin, Paris",Rue de la Clef,3840,79,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-512
"Auteuil, Paris",Rue d'Auteuil,2410,49,3,2,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-326
"Porte Dauphine, Paris",Vla de la Faisanderie,2030,45,1,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-654
"La Muette, Paris",Boulevard Suchet,2790,60,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-la-muette-508
"Le Marais - Saint-Paul, Paris",Rue de Rivoli,4880,100,3,6,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-672
"Haussman - Saint Lazare, Paris",Rue de la Victoire,4780,100,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-haussman-saint-lazare-718
"Lamarck - Caulaincourt, Paris",Rue Lamarck,2060,35,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-18th-lamarck-caulaincourt-250
"Ternes, Paris",Avenue Mac-Mahon,2110,35,5,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-685
"Porte Dauphine, Paris",Rue de la Pompe,4860,86,6,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-680
"Arc de Triomphe, Paris",Rue Lauriston,2550,34,3,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-arc-de-triomphe-866
"Invalides, Paris",Rue de Bellechasse,3680,51,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-133
"Odéon, Paris",Place Saint-Michel,5000,98,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-odeon-609
"Le Marais - République, Paris",Rue Saint-Sébastien,2080,47,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-415
"Pigalle, Paris",Rue Victor Massé,2340,40,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-714
"Trocadéro, Paris",Rue de Longchamp,2310,41,1,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-528
"Ternes, Paris",Avenue Mac-Mahon,2800,50,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-666
"Passy, Paris",Avenue Mozart,2690,60,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-668
"Lamarck - Caulaincourt, Paris",Rue Caulaincourt,3480,68,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-18th-lamarck-caulaincourt-460
"Ternes, Paris",Boulevard Pereire,3880,77,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-358
"Bourse, Paris",Rue Saint-Augustin,5210,120,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-bourse-155
"Villiers, Paris",Rue des Dames,2490,39,7,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-412
"Champs-Élysées, Paris",Rue de Berri,2780,55,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-031
"Haussman - Saint Lazare, Paris",Rue du Rocher,2690,33,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-haussman-saint-lazare-139
"Ternes, Paris",Avenue Mac-Mahon,2780,56,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-227
"Ternes, Paris",Rue Emile Allez,1720,30,4,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-717
"Porte Dauphine, Paris",Rue Weber,1810,35,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-067
"Le Marais - République, Paris",Rue Réaumur,2110,31,1,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-860
"Invalides, Paris",Boulevard de la Tour-Maubourg,3220,53,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-128
"Sentier - Montorgueil, Paris",Rue Marie Stuart,3590,55,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-401
"La Motte-Picquet Grenelle, Paris",Rue Valentin Haüy,3280,50,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-la-motte-picquet-grenelle-589
"Sentier - Montorgueil, Paris",Rue Poissonnière,3400,45,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-798
"Jardin des Plantes, Paris",Rue Poliveau,3340,95,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-jardin-des-plantes-194
"Le Marais - Saint-Paul, Paris",Rue des Blancs Manteaux,2600,43,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-363
"Auteuil, Paris",Boulevard Exelmans,3100,77,1,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-419
"Bastille, Paris",Rue de la Cerisaie,1750,35,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-035
"Saint-Germain-des-Prés, Paris",Rue d'Assas,1830,32,1,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-018
"Courcelles, Paris",Rue Médéric,1920,30,2,2,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-courcelles-425
"Ternes, Paris",Rue du Faubourg Saint-Honoré,2130,28,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-073
"Trocadéro, Paris",Rue Yvon Villarceau,2110,28,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-519
"Champs-Élysées, Paris",Rue du Colisée,2200,38,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-092
"Villiers, Paris",Avenue de Villiers,2210,33,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-554
"Trocadéro, Paris",Avenue Foch,2290,38,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-381
"Le Marais - Saint-Paul, Paris",Rue des Tournelles,2580,37,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-298
"Invalides, Paris",Rue Saint-Dominique,2730,35,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-176
"Le Marais - Saint-Paul, Paris",Rue Saint-Gilles,2880,46,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-380
"Monceau, Paris",Rue de Logelbach,3050,31,5,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-monceau-382
"Anatole-France, Paris",Allée Auguste Renoir,2990,92,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/levallois-perret-anatole-france-534
"Champ de Mars, Paris",Avenue Franco-Russe,5070,91,1,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-champ-de-mars-650
"Porte Dauphine, Paris",Rue Chalgrin,3490,65,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-229
"Monceau, Paris",Rue de Monceau,6260,114,6,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-348
"Batignolles, Paris",Rue la Condamine,2950,42,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-767
"Le Marais - République, Paris",Rue Saint-Sébastien,2030,47,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-575
"Champs-Élysées, Paris",Rue de Berri,2270,50,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-086
"Sentier - Montorgueil, Paris",Rue Greneta,2530,39,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-499
"Pasteur - Montparnasse, Paris",Rue de Vaugirard,3400,77,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-pasteur-montparnasse-677
"Épinettes, Paris",Rue Legendre,3590,76,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-epinettes-792
"Trocadéro, Paris",Impasse des Prêtres,3290,57,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-489
"Sentier - Montorgueil, Paris",Rue Greneta,4050,61,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-198
"Pereire, Paris",Boulevard Pereire,4650,105,1,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-515
"Madeleine, Paris",Rue Duphot,2920,35,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-madeleine-280
"Ternes, Paris",Rue Pierre Demours,2730,40,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-599
"Villiers, Paris",Rue des Dames,2890,56,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-340
"Trocadéro, Paris",Rue Benjamin Godard,5850,120,3,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-840
"Monceau, Paris",Rue Médéric,3470,51,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-230
"Auteuil, Paris",Rue Boileau,1600,32,2,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-265
"Auteuil, Paris",Quai Louis Blériot,4300,100,1,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-568
"Champs-Élysées, Paris",Avenue des Ternes,1880,36,6,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-024
"Trocadéro, Paris",Square Mignot,2220,49,6,,1 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-098
"Saint-Germain-des-Prés, Paris",Rue Monsieur le Prince,2260,37,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-093
"Place Vendome, Paris",Rue de Choiseul,3210,48,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-place-vendome-826
"Ternes, Paris",Rue de l'Arc de Triomphe,3270,55,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-042
"Buttes-Chaumont, Paris",Avenue Simon Bolivar,3620,110,1,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-19th-buttes-chaumont-627
"Batignolles, Paris",Rue Nollet,4590,84,3,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-851
"Batignolles, Paris",Rue Truffaut,2060,38,2,2,1 Bedroom,0,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-644
"Auteuil, Paris",Rue Michel Ange,3990,98,1,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-211
"Les Halles, Paris",Rue Montorgueil,4490,67,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-663
"Trocadéro, Paris",Avenue Victor Hugo,2630,45,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-004
"Trocadéro, Paris",Rue Lauriston,2400,45,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-440
"Bastille, Paris",Rue de la Cerisaie,1820,28,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-297
"Passy, Paris",Rue de Passy,3510,90,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-535
"Monceau, Paris",Avenue de Villiers,3840,100,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-monceau-379
"Champs-Élysées, Paris",Rue du Faubourg Saint-Honoré,3230,80,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-322
"Trocadéro, Paris",Avenue Raymond Poincaré,5160,68,7,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-595
"Invalides, Paris",Rue de Bellechasse,5440,125,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-560
"Pont de Neuilly, Paris",Rue Rigaud,2890,50,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-487
"Le Marais - République, Paris",Passage Sainte Avoye,4800,100,1,4,2 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-172
"Courcelles, Paris",Boulevard de Courcelles,5470,87,7,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-courcelles-816
"Montparnasse, Paris",Boulevard du Montparnasse,3850,91,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-montparnasse-393
"Ternes, Paris",Rue Marbeau,5460,140,5,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-542
"Champ de Mars, Paris",Rue Saint-Dominique,3000,53,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-champ-de-mars-303
"Trocadéro, Paris",Rue de la Faisanderie,4270,100,7,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-014
"Europe, Paris",Rue de Miromesnil,7460,174,4,,3 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-804
"Cadet, Paris",Rue Saulnier,4510,128,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-cadet-371
"Villiers, Paris",Rue Jouffroy d'Abbans,4230,100,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-369
"Champs-Élysées, Paris",Rue de Ponthieu,2630,55,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-249
"Île Saint-Louis, Paris",Rue Saint-Louis en l'Île,3120,69,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-ile-saint-louis-091
"Porte Dauphine, Paris",Rue Duret,5790,138,8,,4 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-504
"Ternes, Paris",Rue Pierre Demours,1710,31,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-547
"Le Marais - République, Paris",Rue Jean-Pierre Timbaud,1940,32,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-043
"Anatole-France, Paris",Rue Voltaire,2290,65,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/levallois-perret-anatole-france-903
"Auteuil, Paris",Rue Molitor,2660,57,7,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-453
"Invalides, Paris",Rue Rousselet,2580,45,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-156
"Pereire, Paris",Avenue de Villiers,2910,57,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-094
"Le Marais - Saint-Paul, Paris",Rue des Guillemites,2920,43,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-594
"Le Marais - République, Paris",Rue Oberkampf,2940,56,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-533
"Auteuil, Paris",Rue Chanez,3000,78,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-160
"Ternes, Paris",Avenue Carnot,3220,51,1,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-574
"Villiers, Paris",Rue des Dames,3290,61,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-411
"École Militaire, Paris",Avenue de Tourville,3480,69,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-324
"Les Halles, Paris",Rue Greneta,3380,53,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-137
"Pont de Neuilly, Paris",Rue André Citroën,3460,64,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-780
"Ternes, Paris",Villa Monceau,3600,87,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-258
"Grands Boulevards, Paris",Rue du Faubourg Montmartre,4400,110,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-grands-boulevards-278
"Notre Dame des Champs, Paris",Rue de Rennes,4530,100,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-notre-dame-des-champs-549
"Miromesnil, Paris",Rue de Courcelles,3890,85,5,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-miromesnil-378
"Pont de Neuilly, Paris",Rue Parmentier,3870,92,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-552
"Bastille Charonne, Paris",Avenue Daumesnil,2560,55,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-11th-bastille-charonne-683
"Pereire, Paris",Rue Albert Samain,4370,110,3,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-151
"Quartier Latin, Paris",Rue Poliveau,4340,90,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-407
"Saint-Georges, Paris",Rue Hippolyte Lebas,4850,118,1,,3 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-saint-georges-471
"Europe, Paris",Rue de Monceau,1640,40,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-442
"Le Marais - Saint-Paul, Paris",Rue du Grand Veneur,4620,83,1,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-317
"Trocadéro, Paris",Rue Scheffer,2340,55,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-901
"Pigalle, Paris",Rue Pierre Fontaine,1990,46,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-559
"Quartier Latin, Paris",Rue Saint-Jacques,1940,31,2,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-209
"Ternes, Paris",Rue Roger Bacon,2320,63,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-397
"Le Marais - Saint-Paul, Paris",Rue des Minimes,2980,35,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-784
"École Militaire, Paris",Rue Augereau,3770,80,,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-890
"Le Marais - République, Paris",Rue Saint-Sébastien,4070,96,2,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-646
"Trocadéro, Paris",Rue des Belles Feuilles,4070,61,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-662
"Bastille, Paris",Boulevard Henri IV,6710,145,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-622
"Sentier - Montorgueil, Paris",Rue Poissonnière,4510,105,3,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-314
"Le Marais - Saint-Paul, Paris",Rue Saint-Martin,2330,34,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-131
"Trocadéro, Paris",Rue Scheffer,2750,58,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-120
"Le Marais - Saint-Paul, Paris",Rue Saint-Martin,3360,60,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-013
"Champs-Élysées, Paris",Impasse d'Antin,3490,69,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-312
"Madeleine, Paris",Rue Tronchet,5050,124,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-madeleine-058
"Invalides, Paris",Rue de Saint-Simon,2890,66,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-893
"Saint-Germain-des-Prés, Paris",Rue Jacob,1870,33,3,1,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-088
"Le Marais - Saint-Paul, Paris",Rue Saint-Antoine,2720,45,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-522
"Saint-Germain-des-Prés, Paris",Rue Servandoni,2290,47,2,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-274
"Monceau, Paris",Boulevard de Courcelles,3190,54,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-110
"Les Halles, Paris",Rue Quincampoix,1940,35,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-353
"Palais Royal, Paris",Rue Saint-Honoré,2190,28,6,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-palais-royal-657
"Le Marais - Saint-Paul, Paris",Rue des Archives,3050,55,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-895
"Saint-Germain-des-Prés, Paris",Rue de l'Echaudé,2060,33,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-204
"Odéon, Paris",Rue de Seine,2810,49,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-odeon-517
"Ternes, Paris",Rue de l'Arc de Triomphe,3620,83,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-843
"Trocadéro, Paris",Rue des Belles Feuilles,2600,63,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-399
"Madeleine, Paris",Rue d'Astorg,2920,54,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-madeleine-796
"Le Marais - Saint-Paul, Paris",Rue Castex,3510,70,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-076
"Invalides, Paris",Rue Vaneau,3810,66,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-044
"École Militaire, Paris",Avenue Duquesne,1660,35,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-201
"Jardin du Luxembourg, Paris",Boulevard Saint-Michel,2070,26,4,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-jardin-du-luxembourg-776
"Quartier Latin, Paris",Rue des Bernardins,2220,37,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-216
"Invalides, Paris",Rue Pierre Leroux,2260,38,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-571
